text,english_browser
"lern, about more english",no
less question,no
less surveys,no
lessons,no
let it go man i am tired now,yes
let me just complete the course first! :-),yes
Let me know how MOOCs works,no
Let me see what is the mooc look like. .. then i will give my suggestions,yes
Let me start the MOOC first :),no
"Let me take the course first, only then I would be able to give my suggestions. ",yes
"Let me take this MOOC first, only then i will be able to provide any inputs :)",yes
Let me think about it,no
Let me try a course first,no
Let more foreign teachers to share learning experiences,no
Let more foreign teachers to share learning experiences,no
Let students involve in the class more.......,no
Let them search for themselves ,no
let them talk on the internet ,no
let them talk with a good people english speakers,yes
"let them to speak English and  help to grow speaking ability
",yes
Let them try! Challenge them!,yes
"Let us speak with native American people, or with people that speak in English every day",no
"let's follow this MOOC then repeat this question at the end of the session. Sure I have idea.
",no
"Let's it like that, it's help them ",no
Let's see,yes
Let's see. It is my first experience!,no
lets start >!,yes
LETS START THE COURSE,no
lets study easly,yes
Let's take a look at what mooc is first :),no
level 1 to highest level ,no
"Like this questionnaire the online materials and HCI should be properly designed, so that it is easy for non-native English speakers.  ",yes
Like this.,no
linking difficult or no common words to its meaning in a dictionary,no
listen theirs observations,no
Listening & speaking English ,yes
Listening and speaking,yes
"listening excercises, it is so difficult to understand native people",no
"listening to music, to improve their pronunciation ",no
Listening with subtitles for interesting topics and day life activities,yes
Little explanations in student's native language can take place as notes within the course.,no
little good,yes
Live conversation between native English speakers and non-native. ,yes
Live interaction with the native speaker.,no
LIVE lectures by interacting all the enrolees,yes
Live lessons. I think that would be interesting.,yes
live sessions ,no
Live video interactions between students,no
Local language maybe used to prepare course ,yes
local language subtitles for every non-native English speakers,yes
looking for participants who are willing to interact in English through the web,yes
Los cursos en linea son excelente opción. ,no
"los encuentro de fácil comprencion con los subtitulos, cambios creo que ninguno ya que las personas interesadas en un MOOC tienen una comprencion basica de ingles y les ayuda mucho para una mejor comprencion.",no
m,yes
M,yes
"M O O C s is a worldwide platform a forum where they provide their students a world of possibilities to enhance their language skills.They provide professors from big universities.They provide quality learning enhance  English writing,comprehension and speaking skills so the biggest hurdle coming in our careers is the lack of English language skills which is now not a such big problem because of this great forum and totally free of cost and not only enhancing our language skills but also a great chance to meet new people worldwide groom ourselves study from famous professors get a lot of skills and succeed in your life. I feel blessed after becoming a a part of M O O Cs and will do my best. :) :)",yes
Made instruction in spanish or other lenguages,no
made more example and case study  to another topic ,yes
Made transcriptions in Spanish,yes
mainly by practice among the students ,yes
make a great community when people with same interest can meet each other and share skills,yes
Make a lot of changements on aplaying more interacte practice and more real life conversations,no
Make a native speaker give the course.,no
make a previous exam to guide them better,yes
make a translated course ,no
Make alot of videos to help them.,yes
make an attractive topics and contents ;),yes
"Make an English platforms for TESOL certificates.More interactive courses in English and Fun exams on the knowledge of English.Regular English,Medium English,Advance English and Fluent English.Youch screen for clicking on selected answer and Visuals of the topic or thing the person is learning in English about.",yes
Make an online ads in order  to communicate with a lot of students,no
Make an open discussion panel (but you are already making it),yes
make any subtitle for them,yes
make app can students  chat together ,no
"make available all things
 in other language too.",yes
"Make available contents in other languages.
Use new technologies of translation on line or subtitles. Subtitles in english already helps

",no
Make available in all native languages,yes
make available more English courses,no
"Make collaboration between different  language  courses, to make an exchange opportunities between native speakers.   ",yes
make community for students,yes
Make conversation to learn how to speak well,no
make course in other languaghes,yes
Make courses interesting and attractive.,yes
make couse for practices more ànd more,no
make debates and disscussions for many issuses in the whole world,no
Make easier modules and be an effective teaching app,yes
Make easier to website structures and make easier for conversation.,yes
make every topic simple and easy to understand. Avoid using jargon or old english words.  ,yes
Make forms in multi language,no
make him write what they learned,no
"Make it a bit familiar and friendly
",yes
Make it a little bit more practical in a way that student will be able to understand the lessons.,yes
make it easer,yes
make it easier ,yes
Make it easy,no
Make it easy and make a forum for students to talk each other ,yes
make it easy and professional,yes
"make it easy like simple words should used .daily lectured delivered, and language should also be 
understandable of the teacher 
thanks",yes
make it easy to lear,no
Make it easy.,no
make it free and available for all,yes
make it fun to learn,no
make it in simple English so that they can understand and give answer easily.,yes
Make it interactive,yes
make it longer ,yes
Make it mandatory for the non- natives to go through the basics of the English needed for the courses available. ,yes
make it more convenient to everyone I guess and it should not be hard  to understand and learned,yes
Make it more easy to access in a wide variety of internet platforms. And most importantly make an offline platform available for download for countries like mine where network are weak and too slow.,yes
Make it more friendly.,yes
make it more interactive,no
Make it more interactive,yes
Make it more interactive,no
Make it more interactive ,yes
Make it more interactive I guess. Making some activities that's make us more confortable to speak with out feel weird among others folks.,no
Make it more interactive rather than  just simply teaching the concept.,yes
Make it more intuitive.,yes
Make it more mobile friendly  ,yes
Make it more popular,no
make it more popular and available,yes
Make it more possible and convenient for non-native students to be exposed naturally in English speaking scenarios.,yes
Make it more reachable,yes
Make it more real and have more introduction about English societies cultures.,yes
make it more simple,yes
Make it more simple,yes
Make it more specific for different language groups .,yes
Make it more universal,yes
Make it possible for all people in any country ,yes
make it self centered and try to give it every time,yes
Make it shorter and straight.,no
Make it simple,yes
make it simple and easy to understand,no
Make it simple and easy to understand it. Thank you!,yes
Make it simple and step by step,yes
Make it slow like if we were babys learning ,no
Make it with easy english,yes
Make it with simple words and terms,no
make less questions,no
"make material or textbook whithin diferent laguages
",no
Make MOOC more accessible to all continue to do so for free.,no
make MOOCs be more prevalent ...,no
"make moocs in simple english or in their local languages. but since hundreds of languages are there, providing them in one common simple english language may be the right option.",yes
Make more advanced programming that enables the learner to mark and save very specific parts of the MOOC that he thinks he need to re-study so that it will stick to his mind and be helpful forever.,no
Make more advertising,no
"Make more interesting interactive courses, from different topics. ",no
"make more practical events
",yes
Make more practice tests with daily useful conversational words and more training with pronunciation.,yes
Make more project and involved to each other.,yes
make more self-paced MOOCs.,yes
"make more speaking, and more english conversation. ",no
Make more videos of pronunciation,no
Make one very basic.,no
make online conversation with all of students  ,yes
Make online conversations among students ana teachers. ,yes
make online conversations between them,yes
make practice,yes
Make subtitles for every video,yes
"Make sure to send reminders because sometimes we could forget about the courses due to work or personal hobbies, not necessarily because we are not interested in them",yes
"Make surveys shorter and ask one question just once please, asking the same question multiple times doesn't change the answer for a normal human being, if you think the the surveyee is not smart enough, then just don't do any surveys, it means you're not on the right turf. That's it, I wish you the best on creating and developing good online courses which I'd enjoy taking. ",yes
make test first to enable students from knowing their level in English and after that put in English in levels  ,yes
make the certificate free ,yes
"make the content available in their language, and the certificate says that it was completed in their native language.",yes
Make the content easy to understand than complicating by adding complicated material.,yes
Make the course available in elementary English,yes
Make the course little bit easier and more understandable.,yes
Make the course look interesting and not too difficult for them to learn.,yes
make the course more undestandable,no
make the course very interactive,no
Make the courses more interesting and attractive.,no
Make the English language third and beloved,no
make the evaluation  in free language.,yes
Make the grammar easy so that can understand well,yes
make the instructures available in avary language.,yes
make the lecture simple,no
Make the platform as easy as possible to use.,no
Make the program easier to access.,yes
"Make the specific course as per their cultural, geographical, and educational needs.",yes
Make the study material more simple,no
make the surveys in more languages,no
Make them,no
make them easily to understand,yes
"make them exercise more than they do 
make them practise english",yes
"Make them feel comfortable, do not make them feel bad because they are progressing slow, everybody has their own rhytim.",no
make them free for everyone ,yes
Make them know more about MOOCs because less of people in my country know about MOOCs,yes
make them more easier to be handled,yes
MAKE THEM MORE INTERACTIVE,no
Make them more interactive,yes
make them more inter-active ,no
"Make them more interactive, learner-centred with more online student support",yes
Make them more relatable to daily life,no
"Make them more relevant to their interests, studies and jobs.",no
make them some easy ways so they can undrastand english ,yes
Make them to Talk ,no
"Make them tougher, that way Students are going to have to go the extra mile in order to learn. The harder, the better",yes
make theme so clear,no
Make things short and comprehensible. ,yes
make this kind of questions in their own language,no
Make to them real that they must use dictionaries to clear the words that they do nat understand. Each word and that it will be easier. Step by step,no
Make topics interesting with examples.,yes
make traductions or explanations ,no
Make translation from English their languages.,yes
make translation possible so they can understand what is said,yes
make videos more fun,yes
Make videos/ write-ups that can be translated from English to some major language both local and international. ,yes
make words and things easy which can be understable easily.,yes
Make your questons or instructions as simple as possible.,yes
"make your selves available or more present in the non speaking countries, impart English courses specifically to attain official levels of English, impart courses that accepted by the government  ",yes
Makes english easy,yes
Making  subtitle in english ,no
Making a good  interaction between students.,no
making a lot of conversations,no
"Making a more dinamic-didatic enviroment, with subtitles in both languages so they can assimilate the information the course provides better.",no
Making a presential  meeting,yes
making a traslation ,no
Making activities to improve our skills,no
making an actual practice,no
Making an aplication on internet,no
Making an introductory eBook about the course and english language.(summary is an option).,no
making and introduction mooc for then,no
"Making captions and providing an online dictionnary may help non-native English speakers in the MOOCs 
",no
"making courses available in their languages.
",yes
"Making courses in an easy to understand English, avoiding or explaining difficulties",no
Making courses more interactive where people can talk to each other live with full audio-video support.,no
making courses more interactive with native people,no
making different courses.,no
Making easier the explanation in the videos,no
making easier to understand by giving regular examples,yes
Making easily.,no
Making English as a part of they daily life.,no
making evaluations from certified raters,yes
Making everything very visual.,no
Making examples from daily life and communication situations. So that you can learn more interactively.,no
Making groups in skype or whatsapp for being in touch and share experiences,no
"Making groups of help in native language.
Extras: readings, videos, audios and chat. where we can practice all we have learned ",yes
Making groups of native english speakers with non native,no
Making interesting classes would be a good alternative.,no
Making it dynamic and interactive,yes
Making it free all time,no
"Making it fun to watch, a lot of exercises and pronunciations tips ",no
making it interactive among students through online conversations,no
Making it interactive. ,no
"Making it more accessible for people, who doesn't know this types of courses exist.",yes
making it more interactive ,yes
making it more interactive and comprensive  ,yes
Making it simple and interesting. ,yes
Making it so clear!,no
making more ,no
making new courses ,yes
making new courses and and improve the ones you have,yes
"Making other English MOOCs with other English Levels, from low to high level... It would be interesting make a course in a low level to complete and pass it, and the next course, in a higher level... For example: one course in three or four levels, and all the students could choose the level they have, or one level first, second the next level, and at the end, the higher level.",no
"making partnerships with local education authorities to connect this programs with the normal courses, specially for kids",no
Making shorter the surveys ;),no
Making some app related with,no
making some online conferences or discussion meetings to help improve English language by talking it with other persons all over the world,no
making the apply much easier ,yes
Making the connections between the teachers and students more easier to answer any question and between students each other to do more practising especially with native English speakers students ,yes
"Making the course available in the student´s native language, so it can be easily understood by him/her. ",no
making the course easy,yes
Making the course in other languages.,no
Making the MOOCS in their native language and putting the expample and excerisces in english to grow intercultural comunication y every situation.,no
"Making the most interactive as possible, improving listening and speaking",yes
making their english better,no
"Making them learn english will be a great advantage but also trying to translate written text, subtitle videos..",no
Making them more interactive and fun,no
Making them more interactive and practical.,no
Making then even more atractive with live examples and illustrations.,no
making these type of courses very interactive in order to give more opportunities to the students of practicing the language,no
Making this kind of courses frequently,no
Making this kind of surveys to improve the future online courses.,no
Making this MOOC more interactive to students,yes
making variety level course.,no
Making videoconference in order to interact with each other,no
male something to help students practice the language not only lessons,yes
Many activities,yes
"Many convesation classes
Tips for learn easy",no
MANY practice,no
Many practice,no
marketing!,no
mas detallados en el aprendizaje del idioma ingles y enseñar bien,no
"Massive open online courses (MOOCs) have recently gained worldwide attention from educational institutes. MOOCs provide a new option for learning, yet measurable learning benefits of MOOCs still need to be investigated. Collecting data of three MOOCs at Yuan Ze University (YZU), this paper intended to classify learning behaviors among 1489 students on the MOOC platform at YZU. This study further examined learning outcomes in MOOCs by different types of learners. The Ward’s hierarchical and k-means non-hierarchical clustering methods were employed to classify types of learners’ behavior while they engaged in learning activities on the MOOC platform. Three types of MOOC learners were classified—active learner, passive learner, and bystander. Active learners who submitted assignments on time and frequently watched lecture videos showed a higher completion rate and a better grade in the course. MOOC learners who participated in online discussion forum reported a higher rate of passing the course and a better score than those inactive classmates. The finding of this study suggested that the first 2 weeks was a critical point of time to retain students in MOOCs. MOOC instructors need to carefully design course and detect risk behaviors of students in early of the classes to prevent students from dropping out of the course. The feature design of discussion forum is to provide peer interaction and facilitate online learning. Our results suggested that timely feedback by instructors or facilitators on discussion forum could enhance students’ engagement in MOOCs.",yes
Massively,yes
Material en Ingles - Español,no
Material more interactive.,no
"may allow students to upload his/her record, and the teacher would give reply",no
may be by improving their converstaional skills they may reach next level in their careers.,yes
"May be by using some other part of the course in their language so that they can understand the topic, little by little use a pure English language then.",yes
May be create a chat that enables students to interact with each others as well as teachers.  The chat does not have to be related to the class.  ,yes
May be have advertisements in spanish,no
May be including equivalent or similars slangs and sayings usually used in other countries ,yes
May be MOOCs can have options to read the text in diferent language ,no
May be We can propose a subtitle in another language ,no
may be with some topics not so difficult,no
May be writing spanish subtitles ,no
may be you can put this test in spanish to understand better what it about. ,no
may be you can use more courses in their native language. eg. Albanian,yes
"May be, putting an option in the begining of the MOOC in which we can choose our level of the language.",no
may by native speakers of their nations,yes
May having an option to know what a dificult/specialized word means (just clicking on that word).,no
may input the automatic tranlationof words that they can click ,no
May you have to creation more connection among us.eg. Skype section. ,no
Maybe a recommended course of English with several levels,no
Maybe a technical vocabulary (in English) available as a commentary ,yes
Maybe a translator will be helpful.,yes
maybe add more tasks in written english ,no
"Maybe add subtitles in the inferior part of the video instead of the right side. That's fine for the most of people, but I'm talking as a deaf person (who can speak and hear - with the help of auditive aids). As I have to see the mouth of interlocutor while listening to his speech, it'll be a lot easier to take the course in that way.",no
"Maybe adding reosurces as movies videos, guide over them and activities with other students about it.",no
Maybe adding subtitles  in some posible cases. ,no
Maybe adding subtitles in spanish or adding an speaking option,no
Maybe allocating more non-native lecturers from other countries...,no
"Maybe asking these questions in Spanish, too. ",no
maybe by adding an option that will allow them to translate hard words into their native language,no
"Maybe by giving us a list of the words  used in the MOOCS that are not too common, ",no
maybe by including a option that the English manuscript can be translated in their mother tongue,yes
"Maybe by making the communication as simple and understandable as possible; but also demanding more little by little. But that's just my opinion. 
I think a good start would be listening to the students' actual problems. Maybe through a survey at the end of the course or at the end of each step. ",no
MAYBE BY USING CAPTION,yes
Maybe changing in other languages this test.,no
"Maybe contacting some teachers from diferents universities that can explain some topics in two differents lenguages, english and another one different.",no
Maybe could help that you have instructors who have the same native language. ,yes
Maybe create a platform that include video cam talk between students?,no
Maybe creating a platform in their language. I think so.,yes
maybe creating Debate Club,yes
maybe creating forums divides by languages,no
Maybe designing MOOCs especifically by type of non-native english speakers.,no
maybe development a great plataform with inteactive conversation with any kind of student and levels they can do.,yes
"Maybe doing subtitles to main languages: Spanish, Chinese, French, German etc.",no
Maybe follow your heart？：）,no
"Maybe for many people it´s difficult to have a course in other language that it´s not native, could you have the option to translate or taking the same course but with the translation on other often  languages. I know it´s a very good chance to have this courses on-line and make us improve our knowledge in English and the skills that you give in every course. Thanks a lot.",no
"Maybe for other courses could be make that the students have the possibility of chose the language for the course (common languages like Spanish or French), with translation of videos and materials, I know it´s to much, but in many countries people don´t speak English and it´s too difficult to take a course in this platform it you don´t know any word in English. I being taking some courses at MOOC and I love to do it, because I don´t have anybody with who practice my English and this platform it´s the best for it. And I need to improve my English.",no
Maybe form study groups.,yes
maybe have a translator online to review questions,no
maybe having a simpler wording.,no
maybe having sessions by webcam,no
Maybe help students to know more about the courses that you offer,no
Maybe I can answer after i take it,no
Maybe I could tell you after finishing course,yes
"maybe i will speak every day about diferent thing, for example, about our country.",no
Maybe if it is possible to have a direct traslator for other languages,no
maybe if the course can include free topics of interest that  can help students feel free to express about personal experiences and doubts based on different contexts and cultures.,no
"maybe if the course could have relation with social networks how facebook, could be more dinamic",no
"Maybe if the moocs can be more interactive, for example if i have a email to send questions. ",no
"maybe if we have access at the written information and it can be used after  the class, because we need to review with more time.",no
Maybe If you have the option to star to learn in the native language,no
maybe if you start with the basic things ,yes
Maybe if you try to give more specific and useful information that applies especially for them.,no
"Maybe in future features, you could put subtitles in other languages",no
Maybe include interpreters in some parts of the course.,yes
Maybe including subtitles in english in order to identify the words that was not understood immediately by the student.  ,no
Maybe including the definitions of the key terms of the course and the end of each lesson,no
"Maybe interacting more with them, try to put urself in their shoes, what difficulties they are facing and then workon them.",yes
"Maybe interacting with other languages, for exemple classes with subtitles in Portuguese, Spanish, etc. ",no
Maybe introducing MOOCs in all the languages.,no
Maybe It could have interactive conversation,yes
Maybe it is important offer introductory courses only for non-native English speakers to help motivate them and give them the opportunity to carry a rhythm more proper to what is learning the language.,no
"Maybe It's not my case, putting caption in others languages like Spanish, Giving certificates on all Venezuelans",yes
maybe let the studints talk to the teacher personaly (chat/voice),no
Maybe making a video-call to some students.,no
Maybe making activities  where people feel that is participating in rte course,no
Maybe making live videos to make them more confident and making them speak English in this video so that they maybe improve their self confident in speaking English,yes
"Maybe making subtitles avalible in many languages. I already enjoy having English subtitles and the possibility to slow down or speed the videos. 
It would also be nice if in every place we need to write we could have a spell checker.",no
"Maybe MOOCs can help connect non-native English speakers with natives, so even after the course, they can group and make friends, talk with each other, writing letters to each other. This will help non-native English speakers improve their English, and the non-native English speakers can teach their mother tongues to native English speakers.",no
Maybe more graphics so we can understand better. ,no
Maybe more speaking activities or forum activities to practice how we communicate ourselves.,yes
Maybe more translate ,yes
maybe offering more free MOOCs,no
maybe offert translation for difficult words and taking a placesment test of english level ,no
Maybe open more courses and different levels.,no
Maybe provide moral chance for speaking,no
maybe put interactive dictionaries in diferents texts or  materials. They can help us to understand better the context  of the read,no
maybe put parnerts about the same native lenguage ,no
"Maybe putting an english and another language version of the same course, or colocate subtitles in different languages (if it is applicable).",no
Maybe putting some subtitles on the videos. People in the videos should talk more slowly.,no
"Maybe putting subtitles in English to the videos, speaking clearly and not too fast. ",yes
Maybe showing some tips in the native student language ,no
Maybe slowing down the speed of the english-spoken part of the videos,no
maybe some volunteers could help.,no
"Maybe take classes with native professors who can help us to improve our skills , and try to get  a native like speaking.",no
"Maybe that we can help bout somo practices speaking English. 
",no
Maybe the best way of studying english is just like a baby to learn speak.,no
"Maybe this questionary must be in the student´s native language, not everybody can understand it at all.",no
Maybe through illustrating the lectures and giving examples ,no
Maybe to include a glossary of terms could be helpfuly.,no
"Maybe transcriptions could have the option to be translated?
Or to keep in mind we take longer than English speakers to complete some of the activities. ",no
Maybe translation,yes
Maybe try to understand the main difficults of non-native speakers... and apply adjustments to help them...,no
Maybe trying to give more English courses for beginners.,yes
maybe use a easy words and instructions for steps ,no
"Maybe used subtitles, transcripts or design the course in the non-native English language.",yes
"maybe using images as well, that way people could associate the words with the images and learn faster.",yes
"Maybe using more adds about you, but its graet that there are Moocs because I think is importante forma many people that we can learn English",no
Maybe using more interative tools like Jomla or platforms alike.,yes
"Maybe using simpler terms, especially in surveys like these :)",yes
Maybe ussing traductor mear to the words,no
Maybe what you can improve is to assigned a tutor for people who staying behind the rest be cause their miss of english skills,no
Maybe with a basic courses for improve english step by step.,no
maybe with a conversation application.,no
Maybe with a dictionary :),no
Maybe with a few minutes of interactive conversation with other students or the teacher.,no
Maybe with a glossary of difficult terms or high level vocabulary.,no
Maybe with a list with important words or phrases that they have to know when they finish the course-,no
"Maybe with a online translator in real-time, in a few courses when you select a word the meaning appears in a pop-up window, and that's very helpful ",yes
Maybe with a scolarship for the best results on the course.,no
Maybe with a short summary of unknown words.,yes
"maybe with a topic that connect with us, and start to describe it with all the tools in grammar, speaking, images, etc. Make or give us an incentive that motivate us to connect every day to learn, like a little virtual start... or pre certificates with out value...",yes
maybe with adding translator,yes
Maybe with easy word in order to understand better,no
Maybe with issues of universal interest,no
"maybe with mapping out the problem, and then discuss the problem, and solve it.",yes
maybe with some common goal/project to share between students,no
maybe with some privat course ,yes
Maybe with some translation courses ,no
Maybe with the languaje translation.,no
Maybe with the use of subtitles,no
Maybe with translations ,no
"Maybe with videos in which the native language of the students be used, but only in the beginners levels.",no
Maybe writing in a more colloquial way and reviewing some patch of speeches.  ,yes
maybe you can add a photos or sounds to explaining the meaning of everything ,no
"Maybe you can add a translate button or a an option to access to the course with in their own language with english subtitles. 
Another idea could be to ask for other students to volunteer as a guide to those who are non-native English speakers or look for interns (translators, interpreters) or people interested in practicing other languages so they can help non-native English speakers through the course.",yes
Maybe you can add subtitles or transcripts and definition to deep words used in the course.,yes
maybe you can but a short transcript in Arabic which the students can read after the lesson or the section ,yes
maybe you can design some online video interaction between students ,yes
"Maybe you can do on line tests with the students, to  know our english language skills, before the course you're offering.",no
maybe you can help with pronunciation and vocabulary because we need new words,no
Maybe you can increase the offer.,no
Maybe you can offer the MOOCs in another language such as Spanish,no
Maybe you can provide scriptsboth  in user's native language and in English.,no
Maybe you can provide subtitles in other languages.,no
Maybe you can put an option that put the instructions and answer in English too,no
"maybe you can put some option of traslation in the plataform , or the option of change language ",no
Maybe you can put the instructions with translate to other languages.,no
maybe you can start other languages courses ,yes
maybe you can tell that people to make a new tab with online translate :) ,no
"Maybe you can tell the people that the courses are written in english completly, 'cause i've got to read some comments and some are very bad written, I mean, I am no expert, and i'm just starting my first course but I think you can clear out that the courses are for intermediate-advance english. (Sorry if i've made some mistakes, like i'd sale, i'm no expert) Have a nice day.",no
Maybe you could have tutors who speak another language than English.,no
"maybe you could put the option to download the translation after playing the video , so check it aurally understood by us is correct .",no
"Maybe you could translate some instructions or rules to other languages. Not the content of the course, but the instructions to follow to pass that course.",no
maybe you have to considere teachers with spanish skills.,no
"Maybe you need to create a space where people can speak between them, and improve their pronuntation and listening",no
"maybe you should try to explain how to say this or that word, or maybe give an example video or audio",yes
"Maybe, add subtitules ",no
"Maybe, by proposing more low-difficulted course",no
"maybe, doing the learning faster",no
"Maybe, giving lisening tools in mp3 audio format or similars.  Refering tv programs on line than can help to improve our lissening skills.",no
"maybe, having a simpler wording.",no
"maybe, help the people with the description of specific terms that could be confuse to non-native speakers. ",no
"Maybe, including a glossary and videos with subtitles in english and another languages.",no
"Maybe, Introducing videoconference.",no
"Maybe, it´s important put subtitles because it´s more easy understand the contents ",no
"Maybe, offer more English courses.",no
"Maybe, speaking them in their native idiom.",no
"maybe, with helps like simultaneous translate",yes
"Maye you could give the course with subtitles in English and Spanish, that makes it easier. It worked for me when i was 15 years old.",no
mayor interacción con nativos de ingles,no
"Me parece que haciendo interactivas las clases, es decir, dónde el estudiante pueda repetir las palabras o frases en inglés para tratar de imitar la pronunciación y acento del idioma.",no
meeting,yes
Mmm nice. But try little bit more,yes
Mmm... actually i think it's very good how you help us with subtitles in every video. ,no
Mo,yes
"mobile friendly courses. help student who want to learn but got no extra time to switch on the desktop. nevertheless, i super love this website.",yes
Modify to there language,yes
MOER INTENSIVE COURSES,yes
Mooc can you help me  becouse i learn any time that is wonderful. ,yes
"MOOC help students to improve englisg language , the english langague is an international language and we have to learn more about this famous language ",no
MOOC in English is the best way.,yes
MOOC is international level course to help different ideas of using languages and their culture.,yes
MOOC it is adjusted to students who are non-native English speakers and you don't need change nothing.,yes
MOOC needs to be more practical and less theorical. ,no
MOOC prepared in simple English will help me to understand better,yes
MOOCs are  a very useful and practical way to improve skills and grow up as a student.,no
"MOOCs are already well designed for non Native speakers. Nobody can be spoon fed. You have to put efforts from your own side to learn something out of these well organised MOOCs. 

If something needs to be improved,it's the interaction of university staff/moderators with the learners because that motivates people to use discussion forums more often.",yes
MOOCs are alright,no
"MOOCs are democratic ways to access information and knowledge, so it helps students around the world to get this information freely and in an autonomous way.",no
MOOCs are fine,no
MOOCs are good. They do not change. ,yes
"MOOC's are often always have introduction to particular topic, it's better to start teaching advance skill. Consider same case for MOOC's regarding English.",yes
MOOC's are pretty well. I don't see anything needs to be changed.,no
Moocs are well done,no
Moocs can be translated to their native language and then to English.Then they can learn it.,yes
"MOOCs can help by giving some classes online, using skype.",no
"MOOCS can help non native speakers  by helping them know the basics of english language, the basics of grammar and the right sentence formation it must include few tips or suggestions to make them learn this language much faster. it must include assignments to know their level understanding and effectiveness of the video. A test must be conducted before starting the course and after completion of the course to know the impact of the course. Different levels of curses must be created according to the ability of the course taker. ex.(A naive speaker must be given a different module whereas an intermediate one another).",yes
"MOOCs can help non-native english speakers by develop confidence,can make a student interactive and enthusiastic speaker,also helps to improve language,pronunciation and vocabulary",yes
"MOOCS CAN HELP PEOPLE TO FOLLOWING AN STRUCTURE WHEN THEY ARE SPEKING ENGLISH, ALSO MOOCS CAN CHANGE THE WAY THAT PEOPLE HAVE LEARNED ENGLISH.",no
MOOCs can help students improve their English.,no
MOOCs can help students who are non-native English speakers with more homework than usually ,no
"MOOCS can help to ride a best english level, for all enviroments (work, university, personal) etc. It is a easy way to learn  a new lenguage ",no
MOOCs can help us to improve our skills in different languages,yes
"MOOCs can help us, because inside course we can improve and practice the languaje with examples of everyday life.",no
"MOOCs can helps students to increase the knowledge, gives skims in order to speak English, so the students go to the today's profesional competition ",no
MOOCs can improve it if they make some quick chatroom for the people of the same categories so that can easy contact.,yes
MOOCS can improve the lives of the people,no
MOOCs can make the same courses in other languages as the course in English.,no
MOOCs can to help students who are non-native English speakers in improve its level and practice the knowledge accomplished in the school and university,no
MOOCs could add more exercises and forums,no
"MOOCs could help the students in coming into contact with people who are from their region, so that it'd be mutually helpfully. 
Making a translation tool available .",yes
MOOCs course of high-efficiency enough.,no
MOOCs designed in English language should have interpretations in different navite languages to help non-native English speakers.,yes
"MOOCs doesn't need to change, when a student have a real interest on course topic English will be not a barrier.",no
MOOCs don't need to change they're quite enough to help Non-native English speaker.,yes
"MOOCS have already been developed to help students around the world. I suggest making them simplified will help students more. Also, a few MOOCS in other languages can be developed in which any professional courses are being taught at the universities. For instance, if a course is being offered in the Chinese language at a university, then a MOOC can be developed in the Chinese so that those who speak the Chinese language can understand better.",yes
"Moocs help me to improve my soft skills wether in communication, reading, listening, team work",no
MOOCs help people to learn English skills in fast an easy way ,no
MOOCs help this student with  differents methods. The student can learn MOOCs in any moment for example: the student have to study at University in his country with this MOOCs after his common activities. the student can take the course.,no
Moocs help to improve English skills who are non-native English speakers its very helpful,yes
"MOOCs help to students to practice writing, speaking and reading every day, all the people will to meet others people around the world to knew others cultures and travel. ",no
MOOCs help us to improve our skills.,no
"Moocs in english are well designed for non speakers because they provide students with the transcriptions and it is very helpful, specially for learning vocabulary and expressions of the topic",no
MOOCs is a important tool because can provide a new experience for students like me. Brazil is far english speaking countries.,yes
"MOOCs is doing a good job, i think MOOC should provide a bridge where volunteer native english speakers can communicate to a non native english speakers, that would help this course learner to practically use the knowledge that he or she attain during the period of this course, and would be a great source of culture exchange",yes
MOOCs is doing a great in providing quality courses. I am a native English speaker taking this course to understand what it is like taking a class for English speakers. ,yes
"MOOCs is free to acess open sourse  education ,any where ,any time , we can learn  .The internet provides free supported service. Not only students but wide range of people can connect and share the knowledge and creat wonderful social net working . Change our life more productive and serves  for human well-being and  confront our current difficult  problemes solutions for  great benefits. Appreciate who works for all .",no
"MOOCs is good,so they don't need to change anything to help students who are non-native English speakers.",yes
MOOCs is very good platform for non native english speaker because they get that environment in which they find comfertable. as many people are not aware of mooc so they need to be get aware off.,yes
MOOCS is very good.,no
"MOOCS is very interesting method can help to learn english to non-native english speakers, i think free courses can help to study on line around the world.",no
"MOOCs lack of direct conversation between students, in my opinion, when we are in touch through a forum/thread, the exchange is less natural... and we learn to create only prepared sentences.

However, if we could have an access to a chatbox, we could write like we speak and maybe, this is also a way to train our speaking skills.",yes
MOOCs may produce how to use adverb.,no
MOOCs may produce the way to use adverb.,no
MOOCs offers new tools for understand english  cultures ,no
"MOOCs shall be given using some more pictures , pictorial memory always helps best.",yes
MOOCs should also be designed in non-English languages.,yes
MOOCs should include the major number possible of cultures and not only English-speakers countries.,no
MOOCs should use non-native English to teach those who are not English speakers. They should used their vernacular to teach. thank you.  ,yes
MOOCs teach students English conversation skills.,no
MOOCs test start with easy to hard,yes
MOOCs usually help the non-native English speakers to communicate with others more easily.,yes
"Moocs will help to develop my English skills,to learn new things,to discover and meet new people also it will help me to start a successful career and speak English like a native language, after that I will share my experience with people and help them ",yes
Moocs will help you,no
MOOCs will improve my english skills. It will help me to communicate fluently with english native speakers.,no
MOOCs would help to learn more and more from different nationalities,yes
Moods offers good course for English learners,yes
Moor is useful for every learner. ,yes
Moore practic.,yes
